Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,hour,day_of_week,month,year,is_weekend,Wind Speed Squared,Is Raining,Is Summer,Is Winter,Is Spring,Is Fall,Maximum Wind Speed - Wind Speed,Wind Direction X,Wind Direction Y,Rain Intensity x Humidity,Sin_Hour,Cos_Hour,barometric_pressure_rolling_mean_7h,humidity_rolling_mean_7h,solar_radiation_rolling_mean_7h,total_rain_rolling_mean_24h
1.0,0.8276256996539404,0.008020188753908366,-0.011193728097763382,0.01215702127255883,0.3713325470708213,-0.06309435953003725,-0.1042204468253531,-0.2237483729413544,-0.13048634294665204,-0.24380989803815095,0.24108439405479706,0.012985831725807839,-0.07429221240027988,0.06297166507052569,-0.021462793496898353,0.27147533879192703,-0.009219008037263138,-0.013362277471170693,-0.166282561564511,-0.04378366342997319,0.6229199597566848,-0.6311612366477334,-0.1594661567914839,0.08665418391605204,-0.0004749189434937146,-0.14563012144387363,0.08403698863558423,-0.010848327043416888,-0.0861209606478917,-0.03504711600909089,-0.22944528373348028,0.03800811293142272,0.3405126788241482,0.469527990602958
0.8276256996539404,1.0,0.14039935517141064,0.018297220403949193,0.03620104150449269,0.3836171806526027,-0.016555828537874115,-0.12497695235652637,-0.15548178944145438,-0.125591072153306,-0.21519005412741707,0.1896060045663439,0.04371241974432735,-0.002907665205922315,0.03259614947345668,-0.015124002772602467,0.23661444324572325,-0.02151971336171363,-0.011559899197448998,-0.11317337467245212,-0.005508410560809751,0.5477029983695838,-0.5165442193727772,-0.17056741281559085,0.0694600850988632,-0.04647161123370935,-0.10185585521730264,0.08469026483726985,0.018498604345691914,-0.044670783982816105,-0.014753553561367727,-0.1984398392419755,0.15894825404624477,0.24074854094853404,0.41422581087536486
0.008020188753908366,0.14039935517141064,1.0,0.16310269419650197,0.24363828927232783,0.09183615052602778,0.230569050716504,-0.13827238928272764,0.02024991291016175,0.06755168344758349,-0.18952827624658594,-0.15027413961735597,0.0008926679966068356,-0.14676999299960145,-0.1172678654959667,-0.004311755858414027,-0.02152004266833951,-0.10038409093410627,-0.013812289129167488,0.0433897125173027,0.18734957964326968,0.10929858951518404,-0.011017449283401317,-0.011785151328434794,-0.09192801341389477,0.0737051357171347,0.0786688978927089,0.23294125648851233,0.1762940227227773,0.15805273457831198,0.08085704701126598,-0.20156639077487085,0.8703703699854686,-0.2588919364968721,0.0850685591516994
-0.011193728097763382,0.018297220403949193,0.16310269419650197,1.0,0.5584210739140264,0.0036440828917526716,0.5638098252537609,-0.006943270294138416,0.060985739019362224,0.055969788779333465,-0.11300850116788319,-0.06615503226053741,-0.00929333192074757,-0.014502522222270614,-0.006894813973862785,0.005868453124381698,-0.0019312052943158313,-0.015682430334789978,0.0060938257468445825,0.06787007998239648,0.7924850955936935,-0.01827143221709716,-0.0015862529145215317,0.025193758776521993,-0.0033866880398027615,0.027092761863924175,-0.0073230327348378175,0.03902808003904554,0.9905213013128662,0.007485977056929494,-0.00045504684160010327,-0.09800132446770131,0.11683247841431851,-0.06302382352005137,-0.012714379490913611
0.01215702127255883,0.03620104150449269,0.24363828927232783,0.5584210739140264,1.0,0.010916837703030815,0.4774796956793677,-0.010756692005424798,0.06766950441985009,0.07173893323230639,-0.15650965570635053,-0.07952472416794477,-0.007194152563153103,-0.024944833833096064,-0.002523653228443752,-0.006406981733296862,-0.004323548469279695,-0.02413475332986864,-0.003257457723509134,0.08236215078825719,0.5202359587535637,-0.0022268711466032786,-0.025582090429966953,0.032835995509462826,-0.005112649471762829,0.04279458196863513,-0.011228317774077227,0.0640013282484285,0.5813841502071251,0.0014572854181553957,0.002689332593056351,-0.13634164940139581,0.1676408898145855,-0.0760929727205157,0.001611385694042016
0.3713325470708213,0.3836171806526027,0.09183615052602778,0.0036440828917526716,0.010916837703030815,1.0,-0.021525076687616766,0.03708903608683462,-0.059160561062339884,0.015065007462780425,-0.006346612982304565,0.05557806989837481,0.023483398776444588,-0.04655508983239959,1.6891394770456587e-05,-0.000498018044051487,0.22710306243488904,-0.23256056326551214,-0.001673775065264931,-0.03999996880994025,-0.008978640477158682,0.22558588601696236,-0.23459357127259559,-0.24513230016071536,0.21372546985713042,0.06537539697463113,-0.1025296132738046,0.009460339866008333,0.003509565183760055,0.00019543702422740425,0.000980867677571635,-0.0010799115055385843,0.07652299062662908,0.05942049264991705,0.795121577392267
-0.06309435953003725,-0.016555828537874115,0.230569050716504,0.5638098252537609,0.4774796956793677,-0.021525076687616766,1.0,-0.012610855972397974,0.05498888075190927,0.052133236276676105,-0.15903395608557175,-0.09898766785223855,-0.04280169155232852,-0.02702034002345749,-0.0026058912651577564,0.010459674313068056,-0.034157650375521424,-0.003113634961482821,0.005863336317447954,0.06274286590852182,0.7115596440500195,-0.04561311513624699,0.044633840969357415,0.03212386588070207,-0.02417933152804972,0.02663167682574109,0.010846453030663913,0.052977405984750855,0.553489024042009,0.00424542566791193,0.0060328854021314835,-0.14473149677121333,0.17514106305371574,-0.10584152822096829,-0.042170560099312755
-0.1042204468253531,-0.12497695235652637,-0.13827238928272764,-0.006943270294138416,-0.010756692005424798,0.03708903608683462,-0.012610855972397974,1.0,-0.09576166465597971,0.3617210491137109,-0.03852711087480643,-0.1465046945363372,-0.08285282003934533,-0.2985211211883474,-0.07198263382339593,-0.010883551207887105,0.024592055086324227,-0.33608666981884544,-0.008643263677771993,-0.044417996250060314,-0.007427248177488745,-0.08395330908313539,0.12617555244535988,-0.07234170208391011,0.03898855315105707,0.5516030045109694,-0.38867270097284484,-0.5331909460280334,-0.009199302658794435,0.08909915451782688,0.05707935091924084,-0.09232694619502173,-0.14631496921602027,-0.17163390085258667,0.0490859484409578
-0.2237483729413544,-0.15548178944145438,0.02024991291016175,0.060985739019362224,0.06766950441985009,-0.059160561062339884,0.05498888075190927,-0.09576166465597971,1.0,0.6582046489612067,-0.08572478217628383,0.028556143432798033,0.16304374685289022,0.15060810865103208,0.03051748108378606,0.010936453492710338,-0.08173490595387714,-0.04736638552104589,-0.004773542913093266,0.9138450954311981,0.05675163079334033,-0.20072394722719217,0.11331195997945387,0.11452651759756807,-0.004541573098670136,0.1012614131344433,0.22518649257190224,-0.03371871481678444,0.060665346400318856,-0.03743159895395418,-0.09483234361435958,-0.06453804470452165,0.0266209132868958,-0.01942192485331125,-0.13397849320200414
-0.13048634294665204,-0.125591072153306,0.06755168344758349,0.055969788779333465,0.07173893323230639,0.015065007462780425,0.052133236276676105,0.3617210491137109,0.6582046489612067,1.0,-0.061846176554116464,0.00436406610278212,-0.05019563574752411,-0.456954051012208,0.022246867976733076,0.0031426391729508754,-0.0473003131479402,-0.33546523217967866,-0.007602878843727658,0.6620917816706634,0.049181231189911044,-0.14268468999433545,0.08712290895096574,0.06471314642342492,0.0064704715882956945,0.8156200823852159,-0.15286683862384257,-0.13123039174391332,0.059399702152677855,-0.02655417429148904,-0.07533166960507304,-0.09499999088591064,0.0210310487601168,-0.048889391834990296,-0.0024971867584161066
